Pedigree1,Pedigree2,Person1,Person2,theoretical_kinship,empiric_kinship,fishers_zscore
10040,25,234,398,0.0,-0.06764922901904741,-2.608603330824193
17,17,12004,22601,0.0,-0.06741704188133209,-2.598227502509697
17,8,12004,19099,0.0,-0.06732205623408491,-2.593982939587401
10040,31,234,24094,0.0,-0.06725873246925347,-2.591153261272714
31,23,10372,3760,0.0,-0.0671426389003958,-2.585965580565743
25,14,22041,4078,0.0,0.06712485046388805,3.3957255158159003
29,14,14219,264,0.0,0.06711429650308282,3.39525391364086
17,11,12004,7670,0.0,-0.06698432948831719,-2.5788916014064456
10006,14,66,264,0.0,0.06696654105180945,3.3886515536084367
23,19,17654,8344,0.0,-0.0669632215667067,-2.577948415579575
23,17,25256,12004,0.0,-0.06695266760590146,-2.577476823670558
17,8,12004,7395,0.0,-0.06693155968429097,-2.5765336418608245
19,19,10272,720,0.125,0.058576142211642354,-2.575740156027192
31,1,24094,9218,0.0,-0.06680491215462808,-2.5708746071897046
10040,31,234,19770,0.0,-0.0667626963114071,-2.5689882836833835
23,17,743,26856,0.0,-0.0666043868993285,-2.561914665602373
11,11,7670,11280,0.25,0.18651125509278124,-2.56144482154111
23,8,743,5226,0.0,-0.06648829333047082,-2.556727440923967
23,17,22743,18645,0.0,-0.0664249695656394,-2.5538980795558626
19,19,26591,22375,0.125,0.059093286291099195,-2.5526558467278595
31,8,6885,5226,0.0,-0.0663299839183922,-2.5496540823231166
31,23,19770,3121,0.0,-0.06623499827114503,-2.545410138804087
23,8,743,19099,0.0,-0.06622444431033979,-2.544938592836456
17,4,12004,21999,0.0,-0.0661505665847031,-2.5416377895946654
23,3,283,17445,0.0,-0.06612945866309261,-2.5406947089075267
19,17,25222,26857,0.0,0.06612222418739011,3.350926290844301
23,23,3121,25566,0.0,-0.06601336509423496,-2.535507812373333
29,10,18775,480,0.0,-0.06598170321181923,-2.534093218091794
25,23,1269,743,0.0,-0.06587616360376683,-2.5293779466770197
24,22,19621,384,0.0,-0.06580228587813013,-2.526077295874756
23,3,743,17445,0.0,-0.06567563834846722,-2.5204191123213513
23,4,743,24010,0.0,-0.06551732893638859,-2.5133465157943666
31,23,19770,19279,0.0,-0.06550677497558335,-2.5128750146021757
23,19,25271,720,0.0,-0.06547511309316764,-2.51146051495373
10040,31,234,10372,0.0,-0.06547511309316764,-2.51146051495373
23,19,19279,10272,0.0,-0.06541178932833619,-2.5086315333237543
10040,25,234,5299,0.0,-0.0653906814067257,-2.5076885446785906
29,1,5986,9218,0.0,-0.06536957348511521,-2.506745558647743
23,17,743,11361,0.0,-0.06531680368108903,-2.504388105002629
19,19,14432,22375,0.25,0.18775662246779976,-2.504036053432061
23,17,9943,26856,0.0,-0.06529569575947852,-2.5034451281151293
23,3,25271,17445,0.0,-0.06528514179867329,-2.5029736406503544
23,19,743,9513,0.0,-0.06524292595545232,-2.501087697315243
23,11,19279,7670,0.0,-0.06512683238659464,-2.4959014069193906
19,17,2145,12004,0.0,-0.06503184673934749,-2.4916581370008606
25,17,1269,18645,0.0,-0.0649051992096846,-2.48600052565401
23,19,22743,8344,0.0,-0.06487353732726886,-2.4845861374190346
29,23,5986,25256,0.0,-0.06484187544485313,-2.4831717550189634
25,23,23404,25566,0.0,-0.0648313214840479,-2.4827002955150848
25,23,23404,3121,0.0,-0.06471522791519024,-2.477514283709796
23,1,9943,9218,0.0,-0.06468356603277453,-2.4760999304408053
14,11,12511,11280,0.0,0.06461300779224056,3.283502887335718
23,1,9943,3226,0.0,-0.06459913434633258,-2.4723283501568836
31,19,24094,10272,0.0,-0.06458858038552735,-2.4718569055274253
23,17,19279,24818,0.0,-0.06457802642472209,-2.4713854615433912
29,23,5986,743,0.0,-0.06457802642472209,-2.4713854615433912
25,23,15940,743,0.0,-0.06455691850311161,-2.4704425755111776
23,8,3121,7395,0.0,-0.06454636454230638,-2.4699711334627823
31,23,15802,19279,0.0,-0.06449359473828015,-2.4676139328936317
10029,17,434,19113,0.0,-0.06448304077747491,-2.4671424947136167
23,17,3121,26856,0.0,-0.06444082493425396,-2.4652567484360324
23,19,3760,720,0.0,-0.06439860909103298,-2.46337101246126
31,23,19770,743,0.0,-0.06425085363975959,-2.456771017585148
10040,25,234,11822,0.0,-0.06411365214929148,-2.4506425635910523
23,2,283,14695,0.0,-0.06367038579547131,-2.4308436816938874
31,23,10372,19279,0.0,-0.06358595410902938,-2.427072593557563
23,17,743,24818,0.0,-0.06355429222661367,-2.4256584459909134
25,17,24192,6637,0.0,-0.06346986054017174,-2.421887413741908
23,3,25271,21688,0.0,-0.06340653677534029,-2.4190591661888985
23,19,743,18679,0.0,-0.06336432093211931,-2.4171736804901025
23,11,3121,7670,0.0,-0.06335376697131406,-2.416702310648156
17,1,12004,9218,0.0,-0.0633326590497036,-2.4157595728628185
23,19,743,2500,0.0,-0.0632587813240669,-2.4124600105376937
10040,17,234,20334,0.0,-0.06324822736326165,-2.411988647019794
14,14,264,264,0.5,0.5459052823936741,3.217679850074648
23,11,743,20318,0.0,-0.06313213379440398,-2.406803689999169
23,11,743,7670,0.0,-0.06312157983359876,-2.406332334055988
25,17,23404,6637,0.0,-0.06303714814715682,-2.4025615092006216
23,17,18496,12004,0.0,-0.06302659418635158,-2.402090158928355
24,17,10817,12004,0.0,-0.06300548626474109,-2.401147460272413
31,17,15802,26857,0.0,0.0629243740634019,3.208079750657411
31,23,19770,25271,0.0,-0.06291050061749394,-2.396905347461231
10040,17,234,10418,0.0,-0.06289994665668869,-2.39643400473669
31,31,14705,4257,0.25,0.19017347949220006,-2.3925445062696524
17,3,26857,39,0.0,0.06275551069051805,3.200538329198534
17,17,19275,19275,0.5,0.5456308794127378,3.200295188509303
25,17,23404,18645,0.0,-0.06274163724461006,-2.389363939202325
17,14,26857,4078,0.0,0.0625444314744132,3.1911117779771034
19,17,720,22601,0.0,-0.06252000406769997,-2.379466084256298
23,19,17654,720,0.0,-0.06248834218528426,-2.3780521274807622
25,24,1269,19621,0.0,-0.06244612634206329,-2.376166860517018
17,4,22601,70,0.0,-0.06238280257723185,-2.373338978779563
23,19,19279,8344,0.0,-0.062340586734010855,-2.371453736750041
17,8,18645,5226,0.0,-0.0622983708907899,-2.3695685046822192
14,14,4078,26732,0.0,0.0622911364150874,3.1798002462638837
10040,25,234,1269,0.0,-0.06221393920434797,-2.3657980704042685
31,19,27016,25222,0.0,0.06220670472864547,3.1760298153952835
19,19,1706,10272,0.0625,0.000297170645098134,-2.3653535375417607
23,8,19279,19099,0.0,-0.06220338524354272,-2.3653267689165958
31,23,24094,743,0.0,-0.062182277321932246,-2.364384167804788
25,25,3012,398,0.125,0.06333597853480633,-2.3632156911521065
23,17,743,18645,0.0,-0.06215061543951652,-2.3629702707943125
25,23,11822,3121,0.0,-0.06214006147871129,-2.362498973032323
23,17,19279,11361,0.0,-0.0621189535571008,-2.361556379369953
23,19,3760,23699,0.0,-0.0621189535571008,-2.361556379369953
29,2,18775,14695,0.0,-0.062023967909853615,-2.357314738584664
23,3,19279,17445,0.0,-0.06191842830180121,-2.3526018632179335
23,23,3760,25566,0.0,-0.061760118889722576,-2.345532666070317
23,10,743,480,0.0,-0.06171790304650161,-2.3436475702812136
31,23,19770,25256,0.0,-0.06171790304650161,-2.3436475702812136
17,2,12004,6952,0.0,-0.061485715908786306,-2.333279719516983
14,11,264,11280,0.0,0.06145737351147331,3.1425689774242143
22,17,22190,22601,0.0,-0.061380176300733884,-2.3285671583772425
27,23,14123,3760,0.0,-0.061348514418318165,-2.3271534019911186
24,17,19621,19113,0.0,-0.0613062985750972,-2.325268402051448
31,23,9277,743,0.0,-0.061285190653486706,-2.3243259057547565
23,23,18694,25566,0.0,-0.06122186688865527,-2.3214984315469924
25,17,24192,18645,0.0,-0.06121131292785002,-2.3210271879857447
31,23,19770,22743,0.0,-0.06121131292785002,-2.3210271879857447
17,11,26857,4117,0.0,0.0611724165697318,3.1298452473430647
23,19,17654,18679,0.0,-0.06112688124140808,-2.3172572614884244
29,17,14219,19275,0.0,0.06111964676570559,3.1274890499554946
10008,31,92,24094,0.0,-0.06110577331979759,-2.3163147859692437
19,19,26591,10272,0.125,0.06441248253694097,-2.3151327980524963
23,17,743,20334,0.0,-0.06101078767255042,-2.3120736763198955
25,17,11822,12004,0.0,-0.06095801786852423,-2.309717525616833
17,8,19113,5226,0.0,-0.06093690994691374,-2.3087750695964857
31,14,26817,264,0.0,0.060908567549600744,3.11806441282847
23,17,3121,22601,0.0,-0.060894694103692776,-2.306890164855449
23,17,283,26856,0.0,-0.06088414014288752,-2.306418940190327
31,23,14705,19279,0.0,-0.06088414014288752,-2.306418940190327
31,8,6885,109,0.0,-0.06086303222127705,-2.3054764926835025
28,14,9782,264,0.0,0.0607713660591326,3.1119385291844925
23,3,743,25532,0.0,-0.0607258307308089,-2.2993506430945923
17,10,19113,16886,0.0,-0.06071527677000366,-2.2988794281421012
23,23,25256,25566,0.0,-0.06069416884839319,-2.2979370000554047
17,14,26857,12511,0.0,0.06065527249027496,3.1067551692717
23,17,19279,12785,0.0,-0.060578075279535515,-2.292753688878678
25,17,3094,16612,0.0,0.0605180709998068,3.100629474734265
23,17,19279,26856,0.0,-0.06050419755389883,-2.2894552562374924
23,1,25271,3226,0.0,-0.06047253567148311,-2.288041651310435
22,10,24468,16886,0.0,-0.060419765867456905,-2.2856856551706777
23,17,22743,26856,0.0,-0.06040921190665166,-2.285214457752565
27,23,14123,19279,0.0,-0.06037755002423593,-2.2838008691159795
25,23,23404,26274,0.0,-0.06036699606343068,-2.283329674109346
25,24,24192,19621,0.0,-0.060261456455378275,-2.278617757168515
28,14,21962,25732,0.0,0.06024366801887052,3.0883783917198664
23,2,743,14695,0.0,-0.0602192406121573,-2.276733007241111
22,10,10130,16886,0.0,-0.06015591684732586,-2.2739059003810516
23,17,25256,22601,0.0,-0.06015591684732586,-2.2739059003810516
31,23,10372,25271,0.0,-0.06014536288652062,-2.273434718006625
23,4,392,70,0.0,-0.06010314704329965,-2.2715499945114304
19,19,23699,720,0.125,0.06542566277424416,-2.269872195325774
23,3,22743,21688,0.0,-0.06001871535685772,-2.2677805763108645
19,17,10272,12004,0.0,-0.05993428367041578,-2.2640111964511296
23,17,7079,26856,0.0,-0.05992372970961054,-2.2635400266617776
24,19,19621,2500,0.0,-0.05992372970961054,-2.2635400266617776
24,24,15061,22156,0.125,0.0655839721863228,-2.2627996841603712
17,4,309,21999,0.0,-0.059870959905584324,-2.2611841866845857
19,17,3593,19113,0.0,-0.05982874406236336,-2.259299525459903
23,3,743,8366,0.0,-0.05977597425833717,-2.2569437123641687
25,23,23404,3760,0.0,-0.05975486633672667,-2.256001391302947
24,17,15061,19113,0.0,-0.05974431237592145,-2.2555302316669965
17,3,19113,17445,0.0,-0.0596598806894795,-2.25176097603711
25,10,1269,16886,0.0,-0.0596598806894795,-2.25176097603711
23,17,19279,1649,0.0,-0.0596598806894795,-2.25176097603711
29,23,444,743,0.0,-0.0596598806894795,-2.25176097603711
29,10,18775,6825,0.0,-0.05962821880706377,-2.250347515003642
25,17,15940,12004,0.0,-0.05961766484625854,-2.249876362516206
17,17,19235,18645,0.0625,0.00291455292479806,-2.248922728570444
14,11,264,182,0.0,0.059568214527335066,3.0582236076839755
24,23,10817,9943,0.0,-0.05952267919901137,-2.2456360168921385
17,14,10418,264,0.0,0.05951544472330886,3.0558678680974047
10040,31,234,63,0.0,-0.05949101731659563,-2.2442225790475927
11,3,11280,39,0.0,0.0594732288800879,3.053983287120436
31,23,19770,18694,0.0,-0.05946990939498516,-2.2432802901200732
10040,8,234,12043,0.0,-0.05945935543417991,-2.242809146546646
29,10,18775,16886,0.0,-0.05944880147337467,-2.2423380035666316
23,4,17654,21999,0.0,-0.05943824751256943,-2.2418668611799233
23,17,9943,12004,0.0,-0.059427693551764194,-2.241395719386413
29,23,5986,3760,0.0,-0.059427693551764194,-2.241395719386413
31,3,9277,25532,0.0,0.05942045907606169,3.0516275742533687
17,8,6637,19099,0.0,-0.059385477708543216,-2.239511158142228
31,23,152,19279,0.0,-0.059385477708543216,-2.239511158142228
31,31,4257,24094,0.125,0.06620665587383205,-2.234979705753216
23,8,3121,5226,0.0,-0.0592799381004908,-2.234799796503353
23,17,25271,309,0.0,-0.05926938413968556,-2.2343286635950097
10040,17,234,18645,0.0,-0.059258830178880326,-2.233857531278157
17,14,26857,25732,0.0,0.05919882589915161,3.0417337419503316
23,19,743,720,0.0,-0.05919550641404886,-2.231030749792345
11,11,10579,15898,0.25,0.1936773944795403,-2.230716770518674
10040,1,234,8228,0.0,-0.059174398492438385,-2.230088494024153
11,3,19440,39,0.0,0.0591460560951254,3.039378106029925
31,23,19770,392,0.0,-0.05914273661002266,-2.2286751148005615
31,23,63,3760,0.0,-0.05913218264921742,-2.2282039895732573
10040,17,234,12004,0.0,-0.05907941284519121,-2.2258483722861184
10040,25,234,23404,0.0,-0.05905830492358074,-2.224906129498984
17,17,908,22601,0.0,-0.059037197001970236,-2.2239638890692635
10040,11,234,10579,0.0,-0.058973873237138784,-2.221137181916053
23,19,743,3593,0.0,-0.05895276531552831,-2.220194950907453
23,23,3760,9943,0.125,0.06654438261959977,-2.2198899416181845
17,3,12004,2039,0.0,-0.058910549472307346,-2.218310495948828
17,17,10418,26857,0.0,0.058903314996604846,3.0285423706476005
10040,17,234,12785,0.0,-0.05888944155069687,-2.217368271997096
25,23,23404,25256,0.0,-0.058868333629086375,-2.2164260503959445
23,19,743,14432,0.0,-0.058847225707475886,-2.2154838311445206
23,17,19279,22601,0.0,-0.05882611778586541,-2.214541614241969
31,23,24094,3760,0.0,-0.05882611778586541,-2.214541614241969
10040,24,234,15061,0.0,-0.05882611778586541,-2.214541614241969
17,11,26857,11280,0.0,0.05881888331016292,3.0247734921618994
31,11,19770,25910,0.0,-0.0587733479818392,-2.2121860822563013
31,11,10372,25910,0.0,-0.05865725441298154,-2.2070039634784657
25,17,5299,12004,0.0,-0.05865725441298154,-2.2070039634784657
17,2,12004,3416,0.0,-0.05861503856976058,-2.2051195742165244
17,11,26857,18979,0.0,0.05855503429003187,3.012995988753708
31,22,19770,22190,0.0,-0.0585200529225134,-2.200879732581594
23,14,18694,16636,0.0,-0.05849894500090292,-2.1999375519773423
23,19,283,8344,0.0,-0.05849894500090292,-2.1999375519773423
23,17,26274,26856,0.0,-0.058488391040097676,-2.199466462550812
28,27,443,14123,0.0,0.05847060260358994,3.0092272648655602
23,17,22743,12004,0.0,-0.05843562123607148,-2.1971110241698484
10040,24,234,10817,0.0,-0.05843562123607148,-2.1971110241698484
10008,31,92,63,0.0,-0.05842506727526623,-2.196639938243245
23,8,18694,19099,0.0,-0.058403959353655756,-2.195697768138776
28,14,9782,4078,0.0,0.05835450903473227,3.0040453304743617
23,8,3760,7395,0.0,-0.05833008162801905,-2.1924001911236553
25,23,398,743,0.0,-0.05830897370640858,-2.1914580315016763
19,19,3593,10272,0.125,0.06718817422871953,-2.1911231886278597
23,8,26274,19099,0.0,-0.05819288013755092,-2.1862761951546985
29,19,5986,720,0.0,-0.05814011033352471,-2.183920838229496
23,17,19279,18645,0.0,-0.05812955637271946,-2.183449768585079
31,24,24094,19621,0.0,-0.05811900241191422,-2.1829786995206217
10040,28,234,443,0.0,-0.05810844845110898,-2.1825076310360165
17,8,12004,109,0.0,-0.05809789449030374,-2.182036563131158
31,11,24094,13854,0.0,-0.05809789449030374,-2.182036563131158
31,17,17673,26857,0.0,0.058048444171380276,2.99038420440367
31,31,15802,10372,0.125,0.06751534701368202,-2.1765030625255157
31,24,14705,19621,0.0,-0.05797124696064085,-2.176383793454155
25,10,24192,480,0.0,-0.05796069299983559,-2.1759127330762755
31,24,24938,19621,0.0,-0.05796069299983559,-2.1759127330762755
27,17,23649,26857,0.0,0.0579534585241331,2.9861446437430343
29,17,5986,26856,0.0,-0.05789736923500415,-2.1730863829485547
31,24,9277,19621,0.0,-0.057886815274198915,-2.1726153266161963
23,19,3760,18679,0.0,-0.05782349150936745,-2.1697890007459057
25,23,23404,9943,0.0,-0.05778127566614649,-2.1679047950377557
17,11,18645,7670,0.0,-0.05774961378373076,-2.166491646809611
31,23,24938,19279,0.0,-0.05772850586212029,-2.165549550871613
23,19,25256,8344,0.0,-0.057675736058094076,-2.1631943211030706
27,25,17917,22041,0.0,-0.05766518209728883,-2.1627232768759006
10040,22,234,6894,0.0,-0.05759130437165214,-2.159425983387126
31,31,1365,10472,0.125,0.06800082921072312,-2.154807485129753
10040,25,234,5229,0.0,-0.057485764763599734,-2.154715612942332
11,10,7670,16886,0.0,-0.05744354892037876,-2.152831480826995
27,3,10069,4521,0.0,0.05743631444467626,2.96306341082719
19,19,2500,720,0.125,0.06808526089716506,-2.1510341946180715
17,8,26857,12043,0.0,0.057351882758234336,2.9592951772346274
19,17,720,19235,0.0,-0.05728523950830013,-2.145766066994605
24,24,10817,394,0.125,0.0682224623876332,-2.14490250455517
23,8,392,19099,0.0,-0.05726413158668965,-2.144824021539011
23,23,18694,18496,0.0625,0.00526808618436694,-2.144227425249303
23,11,743,19440,0.0,-0.05721136178266344,-2.142468917894337
25,17,1269,309,0.0,-0.05721136178266344,-2.142468917894337
23,23,25566,392,0.0,-0.057200807821858206,-2.1419978988778596
31,31,19358,24094,0.0625,0.005331409949198387,-2.1414104805895904
10040,25,234,15940,0.0,-0.05717969990024772,-2.141055862556509
23,8,18694,5226,0.0,-0.05716914593944248,-2.1405848452514227
25,23,1269,3121,0.0,-0.0571269300962215,-2.1387007817325117
17,11,26857,19440,0.0,0.05709858769890853,2.9479906959237687
23,2,9943,14695,0.0,-0.057084714253000546,-2.1368167273307814
23,19,25271,23699,0.0,-0.05705305237058481,-2.135403692508525
23,1,3121,9218,0.0,-0.05697917464494813,-2.1321066311693184
11,10,7670,480,0.0,-0.056968620684142886,-2.13163562468075
10027,23,374,743,0.0,-0.056968620684142886,-2.13163562468075
10040,4,234,70,0.0,-0.05693695880172717,-2.1302226086239626
29,25,18775,22041,0.0,-0.056926404840921915,-2.12975160440765
31,17,24938,18645,0.0,-0.056873635036895714,-2.127396591840919
23,19,743,2145,0.0,-0.056873635036895714,-2.127396591840919
10040,2,234,17893,0.0,-0.056852527115285226,-2.1264545907858223
28,14,9782,12511,0.0,0.05681363075716701,2.9352735465020627
23,1,25271,17008,0.0,-0.05681031127206426,-2.1245705954793888
10040,11,234,12003,0.0,-0.05676809542884329,-2.1226866092389467
8,4,19099,24010,0.0,-0.056757541468038054,-2.1222156140945976
23,23,19279,3760,0.25,0.19604148169991442,-2.1214030682674734
31,17,27016,26857,0.0,0.05671864510991983,2.9310345885970754
19,17,23699,908,0.0,-0.056715325624817084,-2.120331639177049
23,11,283,20318,0.0,-0.05670477166401184,-2.1198606468620897
23,17,25271,26856,0.0,-0.05666255582079089,-2.117976683256773
23,8,9943,19099,0.0,-0.056641447899180394,-2.117034704845331
23,17,19279,20334,0.0,-0.05662033997756992,-2.1160927286935634
25,23,23404,25271,0.0,-0.056609786016764675,-2.115621741464791
23,8,3121,12043,0.0,-0.05655701621273846,-2.1132668137877753
23,19,18694,18679,0.0,-0.0565148003695175,-2.1113828817999845
19,19,26591,2145,0.25,0.196284222798435,-2.110172950217934
24,19,19621,13367,0.0,-0.05648313848710177,-2.1099699387277258
23,17,3760,26856,0.0,-0.05646203056549129,-2.109027979496328
23,4,19279,70,0.0,-0.05639870680065984,-2.106202115313271
23,22,743,384,0.0,-0.0563881528398546,-2.1057311399186833
23,17,3760,18645,0.0,-0.05637759887904936,-2.1052601650864555
23,11,25271,7670,0.0,-0.05635649095743887,-2.104318217108652
27,17,17951,12004,0.0,-0.05634593699663362,-2.1038472439628637
23,4,3121,21999,0.0,-0.05633538303582839,-2.1033762713790103
19,19,18679,352,0.0,-0.05633538303582839,-2.1033762713790103
17,11,12004,13854,0.0,-0.05631427511421792,-2.1024343278966766
10040,24,234,19621,0.0,-0.056303721153412666,-2.101963356997983
10040,10014,234,186,0.0,-0.056303721153412666,-2.101963356997983
23,2,392,6952,0.0,-0.056293167192607414,-2.101492386660797
31,23,10372,17654,0.0,-0.056293167192607414,-2.101492386660797
23,17,743,19113,0.0,-0.056282613231802184,-2.101021416885012
17,17,12004,26856,0.0,-0.0562615053101917,-2.100079479017217
25,23,11822,3760,0.0,-0.05625095134938646,-2.0996085109249942
31,11,19770,13854,0.0,-0.05624039738858121,-2.099137543393746
17,11,12004,20318,0.0,-0.05624039738858121,-2.099137543393746
29,17,2154,22601,0.0,-0.05618762758455501,-2.096782714148386
31,11,24094,25910,0.0,-0.05615596570213927,-2.095369823326039
19,14,16617,264,0.0,0.05611706934402105,2.904188916068954
27,17,17917,12004,0.0,-0.05610319589811308,-2.093015016487674
29,23,5986,25271,0.0,-0.05608208797650259,-2.092073097669449
10029,23,434,25271,0.0,-0.05608208797650259,-2.092073097669449
23,4,9943,70,0.0,-0.05606098005489211,-2.0911311810882998
23,8,17654,7395,0.0,-0.056050426094086864,-2.090660223636361
23,17,18496,26856,0.0,-0.055976548368450174,-2.0873635371174073
24,23,19621,25566,0.0,-0.05596599440764493,-2.0868925841340786
10006,17,66,26857,0.0,0.055905990127916236,2.8947698137699143
23,3,3760,17445,0.0,-0.055902670642813485,-2.084066877950411
29,23,5986,3121,0.0,-0.055902670642813485,-2.084066877950411
14,11,12511,4117,0.0,0.0558743282455005,2.8933569676793236
23,3,743,2831,0.0,-0.05586045479959252,-2.082183084978532
28,28,9782,9782,0.5,0.5407338415991059,2.891282705775596
23,11,3121,20318,0.0,-0.05581823895637155,-2.0802993009191484
31,19,16139,3593,0.0,-0.05581823895637155,-2.0802993009191484
