Pedigree1,Pedigree2,Person1,Person2,theoretical_kinship,empiric_kinship,fishers_zscore
23,23,19279,3121,0.25,0.18351393022409263,-2.712029424749427
28,14,21962,4078,0.0,0.06940450599782026,3.511252524737275
25,23,11822,19279,0.0,-0.06928509294385986,-2.6941671749563816
10040,1,234,3226,0.0,-0.06915844541419694,-2.6884824115511305
23,5,3760,21999,0.0,-0.06905290580614454,-2.683745185156454
31,23,19770,17654,0.0,-0.06905290580614454,-2.683745185156454
23,23,19279,25566,0.0,-0.0690423518453393,-2.683271466334581
23,17,25271,12004,0.0,-0.06900013600211834,-2.6813765979827657
17,5,19113,24010,0.0,-0.06892625827648166,-2.6780606050528046
25,10,23404,480,0.0,-0.0688629345116502,-2.6752183524069517
31,23,19770,26274,0.0,-0.06849354588346673,-2.658639040951089
23,3,743,26294,0.0,-0.06831412854977763,-2.650586536937588
17,17,16612,26857,0.0,0.06830689407407514,3.461987072384114
23,5,25256,21999,0.0,-0.06802917160803611,-2.637797673258956
23,17,743,22601,0.0,-0.06798695576481513,-2.6359030692043204
25,23,1269,19279,0.0,-0.06791307803917844,-2.6325875383951858
19,19,3593,22375,0.125,0.05760517781756012,-2.6312658812811653
22,19,384,3593,0.0,-0.06783920031354175,-2.6292720410098256
23,17,7079,26857,0.0,0.06780030395542352,3.439251681720181
10040,25,234,398,0.0,-0.06764922901904741,-2.6207466295220176
17,17,12004,22601,0.0,-0.06741704188133209,-2.610326981029037
17,8,12004,19099,0.0,-0.06732205623408491,-2.606064492067565
10040,31,234,24094,0.0,-0.06725873246925347,-2.603222863188061
31,23,10372,3760,0.0,-0.0671426389003958,-2.5980132733777768
25,14,22041,4078,0.0,0.06712485046388805,3.4089402660145987
29,14,14219,264,0.0,0.06711429650308282,3.4084666721246943
17,11,12004,7670,0.0,-0.06698432948831719,-2.590909418721318
10006,14,66,264,0.0,0.06696654105180945,3.401836428381566
23,19,17654,8344,0.0,-0.0669632215667067,-2.5899622495429475
23,17,25256,12004,0.0,-0.06695266760590146,-2.5894886659624228
17,8,12004,7395,0.0,-0.06693155968429097,-2.5885415008181547
19,19,10272,720,0.125,0.058576142211642354,-2.5877446638601787
31,1,24094,9218,0.0,-0.06680491215462808,-2.5828585663771255
10040,31,234,19770,0.0,-0.0667626963114071,-2.580964276371146
23,17,743,26856,0.0,-0.0666043868993285,-2.5738607843179135
11,11,7670,11280,0.25,0.18651125509278124,-2.5733889559668186
23,8,743,5226,0.0,-0.06648829333047082,-2.5686516524621377
23,17,22743,18645,0.0,-0.0664249695656394,-2.5658103418677745
19,19,26591,22375,0.125,0.059093286291099195,-2.5645628627247214
31,8,6885,5226,0.0,-0.0663299839183922,-2.5615484209849266
31,23,19770,3121,0.0,-0.06623499827114503,-2.5572865540426437
23,8,743,19099,0.0,-0.06622444431033979,-2.556813016597529
17,5,12004,21999,0.0,-0.0661505665847031,-2.553498273091615
23,3,283,17445,0.0,-0.06612945866309261,-2.552551209497013
19,17,25222,26857,0.0,0.06612222418739011,3.3639518407233013
23,23,3121,25566,0.0,-0.06601336509423496,-2.5473424071712985
29,10,18775,480,0.0,-0.06598170321181923,-2.5459218386415334
25,23,1269,743,0.0,-0.06587616360376683,-2.541186653247004
24,22,19621,384,0.0,-0.06580228587813013,-2.5378720628244147
23,3,743,17445,0.0,-0.06567563834846722,-2.5321899830956207
23,5,743,24010,0.0,-0.06551732893638859,-2.525087516910738
31,23,19770,19279,0.0,-0.06550677497558335,-2.524614024430163
23,19,25271,720,0.0,-0.06547511309316764,-2.5231935509331547
10040,31,234,10372,0.0,-0.06547511309316764,-2.5231935509331547
23,19,19279,10272,0.0,-0.06541178932833619,-2.5203526216806664
10040,25,234,5299,0.0,-0.0653906814067257,-2.5194056505167595
29,1,5986,9218,0.0,-0.06536957348511521,-2.5184586819782098
23,17,743,11361,0.0,-0.06531680368108903,-2.5160912721121207
19,19,14432,22375,0.25,0.18775662246779976,-2.515737733724097
23,17,9943,26856,0.0,-0.06529569575947852,-2.5151443127555337
23,3,25271,17445,0.0,-0.06528514179867329,-2.5146708340603494
23,19,743,9513,0.0,-0.06524292595545232,-2.5127769258311545
23,11,19279,7670,0.0,-0.06512683238659464,-2.507568732203682
19,17,2145,12004,0.0,-0.06503184673934749,-2.5033075417067123
25,17,1269,18645,0.0,-0.0649051992096846,-2.497626036601069
23,19,22743,8344,0.0,-0.06487353732726886,-2.4962056749880634
29,23,5986,25256,0.0,-0.06484187544485313,-2.4947853192346043
25,23,23404,25566,0.0,-0.0648313214840479,-2.494311868618403
25,23,23404,3121,0.0,-0.06471522791519024,-2.4891039547580647
23,1,9943,9218,0.0,-0.06468356603277453,-2.4876836282587154
14,11,12511,11280,0.0,0.06461300779224056,3.2962436883266064
23,1,9943,3226,0.0,-0.06459913434633258,-2.4838961194805855
31,19,24094,10272,0.0,-0.06458858038552735,-2.4834226838016242
23,17,19279,24818,0.0,-0.06457802642472209,-2.482949248770813
29,23,5986,743,0.0,-0.06457802642472209,-2.482949248770813
25,23,15940,743,0.0,-0.06455691850311161,-2.4820023806532205
23,8,3121,7395,0.0,-0.06454636454230638,-2.481528947566223
31,23,15802,19279,0.0,-0.06449359473828015,-2.4791617918449114
10029,17,434,19113,0.0,-0.06448304077747491,-2.4786883626426315
23,17,3121,26856,0.0,-0.06444082493425396,-2.4767946523031954
23,19,3760,720,0.0,-0.06439860909103298,-2.4749009523100827
31,23,19770,743,0.0,-0.06425085363975959,-2.468273083712018
10040,25,234,11822,0.0,-0.06411365214929148,-2.462118747451975
23,2,283,14695,0.0,-0.06367038579547131,-2.4422362490461103
31,23,10372,19279,0.0,-0.06358595410902938,-2.438449234494062
23,17,743,24818,0.0,-0.06355429222661367,-2.4370291145657945
25,17,24192,6637,0.0,-0.06346986054017174,-2.4332421561370947
23,3,25271,21688,0.0,-0.06340653677534029,-2.4304019640617955
23,19,743,18679,0.0,-0.06336432093211931,-2.428508515401649
23,11,3121,7670,0.0,-0.06335376697131406,-2.428035154826049
17,1,12004,9218,0.0,-0.0633326590497036,-2.427088435581423
23,19,743,2500,0.0,-0.0632587813240669,-2.423774938232931
10040,17,234,20334,0.0,-0.06324822736326165,-2.4233015840080867
14,14,264,264,0.5,0.5459052823936741,3.230142660995369
23,11,743,20318,0.0,-0.06313213379440398,-2.4180947293870783
23,11,743,7670,0.0,-0.06312157983359876,-2.417621382768943
25,17,23404,6637,0.0,-0.06303714814715682,-2.4138346326097655
23,17,18496,12004,0.0,-0.06302659418635158,-2.413361291686494
24,17,10817,12004,0.0,-0.06300548626474109,-2.412414611736519
31,17,15802,26857,0.0,0.0629243740634019,3.2205020175312202
31,23,19770,25271,0.0,-0.06291050061749394,-2.408154583233702
10040,17,234,10418,0.0,-0.06289994665668869,-2.407681249890032
31,31,14705,4257,0.25,0.19017347949220006,-2.4037753249255744
17,3,26857,39,0.0,0.06275551069051805,3.2129287464286964
17,17,19275,19275,0.5,0.5456308794127378,3.212684578884734
25,17,23404,18645,0.0,-0.06274163724461006,-2.4005813253868964
17,14,26857,4078,0.0,0.0625444314744132,3.203462384105492
19,17,720,22601,0.0,-0.06252000406769997,-2.3906416688846748
23,19,17654,720,0.0,-0.06248834218528426,-2.389221740553289
25,24,1269,19621,0.0,-0.06244612634206329,-2.3873285115519765
17,5,22601,70,0.0,-0.06238280257723185,-2.384488686837179
23,19,19279,8344,0.0,-0.062340586734010855,-2.382595482875393
17,8,18645,5226,0.0,-0.0622983708907899,-2.380702288917379
14,14,4078,26732,0.0,0.0622911364150874,3.1921030804627843
10040,25,234,1269,0.0,-0.06221393920434797,-2.3769159309851404
31,19,27016,25222,0.0,0.06220670472864547,3.188316725954296
19,19,1706,10272,0.0625,0.000297170645098134,-2.3764695207294473
23,8,19279,19099,0.0,-0.06220338524354272,-2.3764426390524953
31,23,24094,743,0.0,-0.062182277321932246,-2.3754960570586117
25,25,3012,398,0.125,0.06333597853480633,-2.3743226455849284
23,17,743,18645,0.0,-0.06215061543951652,-2.374076188744691
25,23,11822,3121,0.0,-0.06214006147871129,-2.3736029005534633
23,17,19279,11361,0.0,-0.0621189535571008,-2.3726563260404783
23,19,3760,23699,0.0,-0.0621189535571008,-2.3726563260404783
29,2,18775,14695,0.0,-0.062023967909853615,-2.3683967715570584
23,3,19279,17445,0.0,-0.06191842830180121,-2.36366399232979
23,23,3760,25566,0.0,-0.061760118889722576,-2.356564939880856
23,10,743,480,0.0,-0.06171790304650161,-2.354671882777104
31,23,19770,25256,0.0,-0.06171790304650161,-2.354671882777104
17,2,12004,6952,0.0,-0.061485715908786306,-2.3442602455259336
14,11,264,11280,0.0,0.06145737351147331,3.1547145730108017
22,17,22190,22601,0.0,-0.061380176300733884,-2.3395277818527274
27,23,14123,3760,0.0,-0.061348514418318165,-2.338108054757056
24,17,19621,19113,0.0,-0.0613062985750972,-2.3362150939075383
31,23,9277,743,0.0,-0.061285190653486706,-2.3352686171714363
23,23,18694,25566,0.0,-0.06122186688865527,-2.3324292017074475
25,17,24192,18645,0.0,-0.06121131292785002,-2.3319559679458677
31,23,19770,22743,0.0,-0.06121131292785002,-2.3319559679458677
17,11,26857,4117,0.0,0.0611724165697318,3.1419371068705884
23,19,17654,18679,0.0,-0.06112688124140808,-2.3281701199387665
29,17,14219,19275,0.0,0.06111964676570559,3.1395709585675893
10008,31,92,24094,0.0,-0.06110577331979759,-2.327223664067925
19,19,26591,10272,0.125,0.06441248253694097,-2.3260366842681286
23,17,743,20334,0.0,-0.06101078767255042,-2.3229646429635893
25,17,11822,12004,0.0,-0.06095801786852423,-2.32059854154226
17,8,19113,5226,0.0,-0.06093690994691374,-2.319652105252601
31,14,26817,264,0.0,0.060908567549600744,3.1301065184225747
23,17,3121,22601,0.0,-0.060894694103692776,-2.3177592400037685
23,17,283,26856,0.0,-0.06088414014288752,-2.3172860252181184
31,23,14705,19279,0.0,-0.06088414014288752,-2.3172860252181184
31,8,6885,109,0.0,-0.06086303222127705,-2.3163395974779366
28,14,9782,264,0.0,0.0607713660591326,3.1239547633679963
23,3,743,25532,0.0,-0.0607258307308089,-2.3101878766222494
17,10,19113,16886,0.0,-0.06071527677000366,-2.3097146715902497
23,23,25256,25566,0.0,-0.06069416884839319,-2.3087682633522126
17,14,26857,12511,0.0,0.06065527249027496,3.118749512599876
23,17,19279,12785,0.0,-0.060578075279535515,-2.303563061525986
25,17,3094,16612,0.0,0.0605180709998068,3.1125979474504923
23,17,19279,26856,0.0,-0.06050419755389883,-2.3002506986324223
23,1,25271,3226,0.0,-0.06047253567148311,-2.298831123635474
22,10,24468,16886,0.0,-0.060419765867456905,-2.296465177430216
23,17,22743,26856,0.0,-0.06040921190665166,-2.2959919900066463
27,23,14123,19279,0.0,-0.06037755002423593,-2.2945724313689704
25,23,23404,26274,0.0,-0.06036699606343068,-2.2940992463670633
25,24,24192,19621,0.0,-0.060261456455378275,-2.2893674296134097
28,14,21962,25732,0.0,0.06024366801887052,3.100295124504779
23,2,743,14695,0.0,-0.0602192406121573,-2.2874747198320327
22,10,10130,16886,0.0,-0.06015591684732586,-2.2846356732671667
23,17,25256,22601,0.0,-0.06015591684732586,-2.2846356732671667
31,23,10372,25271,0.0,-0.06014536288652062,-2.2841625009508175
23,5,392,70,0.0,-0.06010314704329965,-2.2822698177132827
19,19,23699,720,0.125,0.06542566277424416,-2.2805849326875802
23,3,22743,21688,0.0,-0.06001871535685772,-2.278484480149623
19,17,10272,12004,0.0,-0.05993428367041578,-2.27469918108872
23,17,7079,26856,0.0,-0.05992372970961054,-2.274226021410595
24,19,19621,2500,0.0,-0.05992372970961054,-2.274226021410595
24,24,15061,22156,0.125,0.0655839721863228,-2.2734825522247863
17,5,309,21999,0.0,-0.059870959905584324,-2.271860232027423
19,17,3593,19113,0.0,-0.05982874406236336,-2.269967611323387
23,3,743,8366,0.0,-0.05977597425833717,-2.267601848935201
25,23,23404,3760,0.0,-0.05975486633672667,-2.2666555481746387
24,17,15061,19113,0.0,-0.05974431237592145,-2.2661823986927967
17,3,19113,17445,0.0,-0.0596598806894795,-2.262397224386401
25,10,1269,16886,0.0,-0.0596598806894795,-2.262397224386401
23,17,19279,1649,0.0,-0.0596598806894795,-2.262397224386401
29,23,444,743,0.0,-0.0596598806894795,-2.262397224386401
29,10,18775,6825,0.0,-0.05962821880706377,-2.260977793890747
25,17,15940,12004,0.0,-0.05961766484625854,-2.2605046515876097
17,17,19235,18645,0.0625,0.00291455292479806,-2.259546990164865
14,11,264,182,0.0,0.059568214527335066,3.070012987935811
24,23,10817,9943,0.0,-0.05952267919901137,-2.25624639773526
17,14,10418,264,0.0,0.05951544472330886,3.0676472993672395
10040,31,234,63,0.0,-0.05949101731659563,-2.2548269905264613
11,3,11280,39,0.0,0.0594732288800879,3.065754759249827
31,23,19770,18694,0.0,-0.05946990939498516,-2.253880722035312
10040,8,234,12043,0.0,-0.05945935543417991,-2.2534075886838303
29,10,18775,16886,0.0,-0.05944880147337467,-2.2529344559282674
23,5,17654,21999,0.0,-0.05943824751256943,-2.252461323768516
23,17,9943,12004,0.0,-0.059427693551764194,-2.251988192204469
29,23,5986,3760,0.0,-0.059427693551764194,-2.251988192204469
31,3,9277,25532,0.0,0.05942045907606169,3.063389097513602
17,8,6637,19099,0.0,-0.059385477708543216,-2.250095671903176
31,23,152,19279,0.0,-0.059385477708543216,-2.250095671903176
31,31,4257,24094,0.125,0.06620665587383205,-2.2455450818562865
23,8,3121,5226,0.0,-0.0592799381004908,-2.2453644127966808
23,17,25271,309,0.0,-0.05926938413968556,-2.2448912901553255
10040,17,234,18645,0.0,-0.059258830178880326,-2.244418168107958
17,14,26857,25732,0.0,0.05919882589915161,3.0534534806431775
23,19,743,720,0.0,-0.05919550641404886,-2.2415794482914904
11,11,10579,15898,0.25,0.1936773944795403,-2.241264142990884
10040,1,234,8228,0.0,-0.059174398492438385,-2.2406332130997098
11,3,19440,39,0.0,0.0591460560951254,3.051087896178582
31,23,19770,392,0.0,-0.05914273661002266,-2.2392138647594395
31,23,63,3760,0.0,-0.05913218264921742,-2.2387407498315617
10040,17,234,12004,0.0,-0.05907941284519121,-2.2363751840789288
10040,25,234,23404,0.0,-0.05905830492358074,-2.235428961923029
17,17,908,22601,0.0,-0.059037197001970236,-2.234482742134499
10040,11,234,10579,0.0,-0.058973873237138784,-2.231644096964562
23,19,743,3593,0.0,-0.05895276531552831,-2.23069788663694
23,23,3760,9943,0.125,0.06654438261959977,-2.2303915892036232
17,3,12004,2039,0.0,-0.058910549472307346,-2.228805473070084
17,17,10418,26857,0.0,0.058903314996604846,3.040206398294791
10040,17,234,12785,0.0,-0.05888944155069687,-2.2278592698291346
25,23,23404,25256,0.0,-0.058868333629086375,-2.226913068948692
23,19,743,14432,0.0,-0.058847225707475886,-2.225966870427901
23,17,19279,22601,0.0,-0.05882611778586541,-2.2250206742659024
31,23,24094,3760,0.0,-0.05882611778586541,-2.2250206742659024
10040,24,234,15061,0.0,-0.05882611778586541,-2.2250206742659024
17,11,26857,11280,0.0,0.05881888331016292,3.0364216027253703
31,11,19770,25910,0.0,-0.0587733479818392,-2.222655194174994
31,11,10372,25910,0.0,-0.05865725441298154,-2.2174511897835094
25,17,5299,12004,0.0,-0.05865725441298154,-2.2174511897835094
17,2,12004,3416,0.0,-0.05861503856976058,-2.2155588421907924
17,11,26857,18979,0.0,0.05855503429003187,3.0245943594520033
31,22,19770,22190,0.0,-0.0585200529225134,-2.2113010944560743
23,14,18694,16636,0.0,-0.05849894500090292,-2.2103549347456735
23,19,283,8344,0.0,-0.05849894500090292,-2.2103549347456735
23,17,26274,26856,0.0,-0.058488391040097676,-2.2098818557697664
28,27,443,14123,0.0,0.05847060260358994,3.0208097191330485
23,17,22743,12004,0.0,-0.05843562123607148,-2.207516469678882
10040,24,234,10817,0.0,-0.05843562123607148,-2.207516469678882
10008,31,92,63,0.0,-0.05842506727526623,-2.2070433942176835
23,8,18694,19099,0.0,-0.058403959353655756,-2.2060972450514105
28,14,9782,4078,0.0,0.05835450903473227,3.01560589990692
23,8,3760,7395,0.0,-0.05833008162801905,-2.2027857413974714
25,23,398,743,0.0,-0.05830897370640858,-2.2018396027579583
19,19,3593,10272,0.125,0.06718817422871953,-2.2015033457440794
23,8,26274,19099,0.0,-0.05819288013755092,-2.19663588199012
29,19,5986,720,0.0,-0.05814011033352471,-2.1942705776990086
23,17,19279,18645,0.0,-0.05812955637271946,-2.193797518588761
31,24,24094,19621,0.0,-0.05811900241191422,-2.1933244600609223
10040,28,234,443,0.0,-0.05810844845110898,-2.192851402115385
17,8,12004,109,0.0,-0.05809789449030374,-2.1923783447520413
31,11,24094,13854,0.0,-0.05809789449030374,-2.1923783447520413
31,17,17673,26857,0.0,0.058048444171380276,3.001887078877852
31,31,15802,10372,0.125,0.06751534701368202,-2.186821474543816
31,24,14705,19621,0.0,-0.05797124696064085,-2.186701701764044
25,10,24192,480,0.0,-0.05796069299983559,-2.18622865195947
31,24,24938,19621,0.0,-0.05796069299983559,-2.18622865195947
27,17,23649,26857,0.0,0.0579534585241331,2.997629613304065
29,17,5986,26856,0.0,-0.05789736923500415,-2.1833903653228446
31,24,9277,19621,0.0,-0.057886815274198915,-2.182917319580876
23,19,3760,18679,0.0,-0.05782349150936745,-2.1800790573041287
25,23,23404,9943,0.0,-0.05778127566614649,-2.178186894040406
17,11,18645,7670,0.0,-0.05774961378373076,-2.1767677776711434
31,23,24938,19279,0.0,-0.05772850586212029,-2.175821702984568
23,19,25256,8344,0.0,-0.057675736058094076,-2.1734565263871364
27,25,17917,22041,0.0,-0.05766518209728883,-2.1729834928014804
10040,22,234,6894,0.0,-0.05759130437165214,-2.1696722738713032
31,31,1365,10472,0.125,0.06800082921072312,-2.165034270335716
10040,25,234,5229,0.0,-0.057485764763599734,-2.164942010144993
11,10,7670,16886,0.0,-0.05744354892037876,-2.1630499207848874
27,3,10069,4521,0.0,0.05743631444467626,2.97445090154457
19,19,2500,720,0.125,0.06808526089716506,-2.1612450441070314
17,8,26857,12043,0.0,0.057351882758234336,2.9706667535918627
19,17,720,19235,0.0,-0.05728523950830013,-2.155954667629233
24,24,10817,394,0.125,0.0682224623876332,-2.155087458111311
23,8,392,19099,0.0,-0.05726413158668965,-2.1550086436382627
23,23,18694,18496,0.0625,0.00526808618436694,-2.1544095277467354
23,11,743,19440,0.0,-0.05721136178266344,-2.152643593697358
25,17,1269,309,0.0,-0.05721136178266344,-2.152643593697358
23,23,25566,392,0.0,-0.057200807821858206,-2.152170585428867
31,31,19358,24094,0.0625,0.005331409949198387,-2.151580686300181
10040,25,234,15940,0.0,-0.05717969990024772,-2.151224570610716
23,8,18694,5226,0.0,-0.05716914593944248,-2.150751564060844
25,23,1269,3121,0.0,-0.0571269300962215,-2.148859543586867
17,11,26857,19440,0.0,0.05709858769890853,2.9593145301274415
23,2,9943,14695,0.0,-0.057084714253000546,-2.146967532268574
23,19,25271,23699,0.0,-0.05705305237058481,-2.1455485297841475
23,1,3121,9218,0.0,-0.05697917464494813,-2.1422375439839745
11,10,7670,480,0.0,-0.056968620684142886,-2.141764548296301
10027,23,374,743,0.0,-0.056968620684142886,-2.141764548296301
10040,5,234,70,0.0,-0.05693695880172717,-2.1403455646565965
29,25,18775,22041,0.0,-0.056926404840921915,-2.139872571250775
31,17,24938,18645,0.0,-0.056873635036895714,-2.137507612772462
23,19,743,2145,0.0,-0.056873635036895714,-2.137507612772462
10040,2,234,17893,0.0,-0.056852527115285226,-2.1365616333695057
28,14,9782,12511,0.0,0.05681363075716701,2.946543672438735
23,1,25271,17008,0.0,-0.05681031127206426,-2.1346696813960864
10040,11,234,12003,0.0,-0.05676809542884329,-2.1327777385269475
8,5,19099,24010,0.0,-0.056757541468038054,-2.1323047542314044
23,23,19279,3760,0.25,0.19604148169991442,-2.13148877678397
31,17,27016,26857,0.0,0.05671864510991983,2.9422868121662105
19,17,23699,908,0.0,-0.056715325624817084,-2.130412822732978
23,11,283,20318,0.0,-0.05670477166401184,-2.129939841278774
23,17,25271,26856,0.0,-0.05666255582079089,-2.128047921140355
23,8,9943,19099,0.0,-0.056641447899180394,-2.1271019644766844
23,17,19279,20334,0.0,-0.05662033997756992,-2.126156010082231
25,23,23404,25271,0.0,-0.056609786016764675,-2.125683033735693
23,8,3121,12043,0.0,-0.05655701621273846,-2.12331816050561
23,19,18694,18679,0.0,-0.0565148003695175,-2.121426272118247
19,19,26591,2145,0.25,0.196284222798435,-2.1202112306388203
24,19,19621,13367,0.0,-0.05648313848710177,-2.1200073617713056
23,17,3760,26856,0.0,-0.05646203056549129,-2.119061424368682
23,5,19279,70,0.0,-0.05639870680065984,-2.1162236257290084
23,22,743,384,0.0,-0.0563881528398546,-2.115750661266635
23,17,3760,18645,0.0,-0.05637759887904936,-2.115277697368996
23,11,25271,7670,0.0,-0.05635649095743887,-2.1143317712674943
27,17,17951,12004,0.0,-0.05634593699663362,-2.1138588090634176
23,5,3121,21999,0.0,-0.05633538303582839,-2.113385847423648
19,19,18679,352,0.0,-0.05633538303582839,-2.113385847423648
17,11,12004,13854,0.0,-0.05631427511421792,-2.112439925836602
10040,24,234,19621,0.0,-0.056303721153412666,-2.1119669658891103
10040,10014,234,186,0.0,-0.056303721153412666,-2.1119669658891103
23,2,392,6952,0.0,-0.056293167192607414,-2.1114940065054966
31,23,10372,17654,0.0,-0.056293167192607414,-2.1114940065054966
23,17,743,19113,0.0,-0.056282613231802184,-2.1110210476856563
17,17,12004,26856,0.0,-0.0562615053101917,-2.1100751317368602
25,23,11822,3760,0.0,-0.05625095134938646,-2.1096021746076907
31,11,19770,13854,0.0,-0.05624039738858121,-2.1091292180418657
17,11,12004,20318,0.0,-0.05624039738858121,-2.1091292180418657
29,17,2154,22601,0.0,-0.05618762758455501,-2.106764443659144
31,11,24094,25910,0.0,-0.05615596570213927,-2.1053455857827807
19,14,16617,264,0.0,0.05611706934402105,2.915327762457389
27,17,17917,12004,0.0,-0.05610319589811308,-2.1029808339016856
29,23,5986,25271,0.0,-0.05608208797650259,-2.1020349370829106
10029,23,434,25271,0.0,-0.05608208797650259,-2.1020349370829106
23,5,9943,70,0.0,-0.05606098005489211,-2.10108904251066
23,8,17654,7395,0.0,-0.056050426094086864,-2.1006160960667133
23,17,18496,26856,0.0,-0.055976548368450174,-2.097305486669769
24,23,19621,25566,0.0,-0.05596599440764493,-2.0968325447133043
10006,17,66,26857,0.0,0.055905990127916236,2.905868880515568
23,3,3760,17445,0.0,-0.055902670642813485,-2.093994904740298
29,23,5986,3121,0.0,-0.055902670642813485,-2.093994904740298
14,11,12511,4117,0.0,0.0558743282455005,2.9044500675598766
23,3,743,2831,0.0,-0.05586045479959252,-2.0921031559559524
28,28,9782,9782,0.5,0.5407338415991059,2.9023670454372934
23,11,3121,20318,0.0,-0.05581823895637155,-2.090211416121743
31,19,16139,3593,0.0,-0.05581823895637155,-2.090211416121743
31,23,10372,743,0.0,-0.055797131034761076,-2.0892655495587986
31,31,24094,6885,0.0,-0.055786577073955824,-2.0887926171154922
23,17,25566,12004,0.0,-0.0557549151915401,-2.087373823136953
23,19,3760,3593,0.0,-0.05573380726992961,-2.0864279632763387
